Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
65-69,Male,2008,1,2008 Q1,687,129860,0.005290312644386262
65-69,Male,2008,2,2008 Q2,665,131216,0.00506797951469333
65-69,Male,2008,3,2008 Q3,660,132791,0.00497021635502406
65-69,Male,2008,4,2008 Q4,685,134798,0.005081677769699847
65-69,Male,2009,1,2009 Q1,687,136581,0.005029982208359874
65-69,Male,2009,2,2009 Q2,655,139226,0.004704581040897534
65-69,Male,2009,3,2009 Q3,637,141450,0.004503358077059032
65-69,Male,2009,4,2009 Q4,698,143775,0.004854807859502695
65-69,Male,2010,1,2010 Q1,724,146029,0.0049579193173958595
65-69,Male,2010,2,2010 Q2,675,148455,0.004546832373446499
65-69,Male,2010,3,2010 Q3,653,151277,0.004316584808001216
65-69,Male,2010,4,2010 Q4,735,153624,0.0047844086861427906
65-69,Male,2011,1,2011 Q1,789,156375,0.005045563549160671
65-69,Male,2011,2,2011 Q2,702,159669,0.004396595456851361
65-69,Male,2011,3,2011 Q3,672,162919,0.004124749108452667
65-69,Male,2011,4,2011 Q4,744,165102,0.004506305193153324
65-69,Male,2012,1,2012 Q1,777,167090,0.0046501885211562635
65-69,Male,2012,2,2012 Q2,760,169360,0.004487482286254133
65-69,Male,2012,3,2012 Q3,715,171243,0.004175353153121587
65-69,Male,2012,4,2012 Q4,776,172230,0.004505602972768971
65-69,Male,2013,1,2013 Q1,808,173062,0.004668847002808242
65-69,Male,2013,2,2013 Q2,787,174234,0.004516914035148134
65-69,Male,2013,3,2013 Q3,683,174896,0.0039051779343152503
65-69,Male,2013,4,2013 Q4,723,175290,0.004124593530720521
65-69,Male,2014,1,2014 Q1,750,175249,0.004279624990727479
65-69,Male,2014,2,2014 Q2,765,174723,0.004378358888068543
65-69,Male,2014,3,2014 Q3,673,174391,0.0038591441072073672
65-69,Male,2014,4,2014 Q4,737,173737,0.004242044009048159
65-69,Male,2015,1,2015 Q1,768,172808,0.004444238692653118
65-69,Male,2015,2,2015 Q2,670,171947,0.003896549518165481
65-69,Male,2015,3,2015 Q3,657,171172,0.00383824457271049
65-69,Male,2015,4,2015 Q4,705,170006,0.004146912461913109
65-69,Male,2016,1,2016 Q1,770,168573,0.004567754029411591
65-69,Male,2016,2,2016 Q2,663,166961,0.00397098723654027
65-69,Male,2016,3,2016 Q3,637,165122,0.0038577536609294945
65-69,Male,2016,4,2016 Q4,675,163437,0.004130031755355274
65-69,Male,2017,1,2017 Q1,654,162414,0.00402674646274336
65-69,Male,2017,2,2017 Q2,620,160822,0.003855193941127458
65-69,Male,2017,3,2017 Q3,617,159537,0.003867441408576067
65-69,Male,2017,4,2017 Q4,666,158430,0.004203749289907214
65-69,Male,2018,1,2018 Q1,713,158023,0.004512001417515172
65-69,Male,2018,2,2018 Q2,614,157496,0.00389851170823386
65-69,Male,2018,3,2018 Q3,641,157184,0.0040780232084690555
65-69,Male,2018,4,2018 Q4,641,156610,0.004092969797586361
65-69,Male,2019,1,2019 Q1,736,156271,0.004709767007314217
65-69,Male,2019,2,2019 Q2,654,155984,0.004192737716688892
65-69,Male,2019,3,2019 Q3,581,155926,0.003726126495901902
65-69,Male,2019,4,2019 Q4,704,155827,0.004517830671193054
65-69,Male,2020,1,2020 Q1,686,155734,0.004404946896631436
65-69,Male,2020,2,2020 Q2,622,155588,0.003997737614726072
65-69,Male,2020,3,2020 Q3,594,155595,0.0038176033934252387
65-69,Male,2020,4,2020 Q4,654,155905,0.004194862255860941
65-69,Male,2021,1,2021 Q1,631,156120,0.004041762746605175
65-69,Male,2021,2,2021 Q2,594,156275,0.0038009918413053913
65-69,Male,2021,3,2021 Q3,625,156575,0.003991697269679068
65-69,Male,2021,4,2021 Q4,686,157367,0.004359236688759397
65-69,Male,2022,1,2022 Q1,710,157562,0.004506162653431665
65-69,Male,2022,2,2022 Q2,636,157908,0.004027661676419181
65-69,Male,2022,3,2022 Q3,618,158396,0.0039016136771130583
70-74,Female,2008,1,2008 Q1,627,108697,0.005768328472726938
70-74,Female,2008,2,2008 Q2,583,109678,0.00531556009409362
70-74,Female,2008,3,2008 Q3,539,110628,0.0048721842571500884
70-74,Female,2008,4,2008 Q4,619,111290,0.005562045107377123
70-74,Female,2009,1,2009 Q1,621,112065,0.005541426850488556
70-74,Female,2009,2,2009 Q2,543,112620,0.0048215237080447525
70-74,Female,2009,3,2009 Q3,579,113544,0.005099344747410695
70-74,Female,2009,4,2009 Q4,595,114296,0.00520578147966683
70-74,Female,2010,1,2010 Q1,616,114588,0.005375781059098684
70-74,Female,2010,2,2010 Q2,599,115549,0.00518394793550788
70-74,Female,2010,3,2010 Q3,550,116292,0.004729474082482028
70-74,Female,2010,4,2010 Q4,592,117106,0.00505524909056752
70-74,Female,2011,1,2011 Q1,589,117971,0.004992752456112096
70-74,Female,2011,2,2011 Q2,553,118624,0.004661788508227677
70-74,Female,2011,3,2011 Q3,535,119460,0.004478486522685418
70-74,Female,2011,4,2011 Q4,624,120455,0.005180357809970528
70-74,Female,2012,1,2012 Q1,569,121252,0.004692706099693201
70-74,Female,2012,2,2012 Q2,593,122378,0.004845642190589812
70-74,Female,2012,3,2012 Q3,546,123667,0.004415082439130892
70-74,Female,2012,4,2012 Q4,597,125330,0.004763424559163808
70-74,Female,2013,1,2013 Q1,638,126560,0.005041087231352718
70-74,Female,2013,2,2013 Q2,578,127813,0.004522231697871109
70-74,Female,2013,3,2013 Q3,518,129654,0.003995248893208077
70-74,Female,2013,4,2013 Q4,554,131610,0.004209406580047109
70-74,Female,2014,1,2014 Q1,558,133382,0.004183473032343195
70-74,Female,2014,2,2014 Q2,598,135743,0.004405383703027043
70-74,Female,2014,3,2014 Q3,571,137941,0.004139450924670693
70-74,Female,2014,4,2014 Q4,589,140402,0.004195096935941083
70-74,Female,2015,1,2015 Q1,657,142515,0.004610041048310704
70-74,Female,2015,2,2015 Q2,630,144837,0.004349717268377556
70-74,Female,2015,3,2015 Q3,583,147335,0.003956968812569994
70-74,Female,2015,4,2015 Q4,644,149797,0.004299151518388219
70-74,Female,2016,1,2016 Q1,666,151845,0.004386051565741381
70-74,Female,2016,2,2016 Q2,606,154859,0.003913237202874873
70-74,Female,2016,3,2016 Q3,627,157591,0.00397865360331491
70-74,Female,2016,4,2016 Q4,710,159889,0.0044405806528279
70-74,Female,2017,1,2017 Q1,676,161669,0.0041813829491120745
70-74,Female,2017,2,2017 Q2,626,164113,0.0038144449251430418
70-74,Female,2017,3,2017 Q3,683,166082,0.004112426391782373
70-74,Female,2017,4,2017 Q4,723,167222,0.0043235937855066915
70-74,Female,2018,1,2018 Q1,744,167763,0.00443482770336725
70-74,Female,2018,2,2018 Q2,691,168881,0.004091638491008461
70-74,Female,2018,3,2018 Q3,667,169441,0.003936473462739243
70-74,Female,2018,4,2018 Q4,676,169657,0.003984509922962212
70-74,Female,2019,1,2019 Q1,720,169738,0.004241831528591123
70-74,Female,2019,2,2019 Q2,672,169555,0.003963315738256023
70-74,Female,2019,3,2019 Q3,613,169466,0.0036172447570604134
70-74,Female,2019,4,2019 Q4,668,168660,0.003960630854974505
70-74,Female,2020,1,2020 Q1,673,168091,0.004003783664800614
70-74,Female,2020,2,2020 Q2,649,167516,0.003874256787411352
70-74,Female,2020,3,2020 Q3,639,166946,0.0038275849675943117
70-74,Female,2020,4,2020 Q4,643,165947,0.0038747310888416183
70-74,Female,2021,1,2021 Q1,671,165172,0.004062431889182186
70-74,Female,2021,2,2021 Q2,663,163801,0.004047594337030909
70-74,Female,2021,3,2021 Q3,658,162406,0.004051574449219856
70-74,Female,2021,4,2021 Q4,639,160743,0.003975289748231649
70-74,Female,2022,1,2022 Q1,662,159666,0.004146155098768679
70-74,Female,2022,2,2022 Q2,627,158337,0.0039599082968604935
70-74,Female,2022,3,2022 Q3,652,157132,0.004149377593360996
70-74,Male,2008,1,2008 Q1,765,95330,0.008024756110353509
70-74,Male,2008,2,2008 Q2,819,96439,0.0084924148943892
70-74,Male,2008,3,2008 Q3,756,97689,0.0077388447010410585
70-74,Male,2008,4,2008 Q4,810,98397,0.008231958291411323
70-74,Male,2009,1,2009 Q1,897,99024,0.009058410082404265
70-74,Male,2009,2,2009 Q2,742,99415,0.007463662425187346
70-74,Male,2009,3,2009 Q3,684,100549,0.006802653432654726
70-74,Male,2009,4,2009 Q4,805,101527,0.007928925310508535
70-74,Male,2010,1,2010 Q1,872,102280,0.0085256159561986709
70-74,Male,2010,2,2010 Q2,779,103273,0.007543113882621789
70-74,Male,2010,3,2010 Q3,777,104199,0.007456885382777186
70-74,Male,2010,4,2010 Q4,829,105230,0.007877981564192721
70-74,Male,2011,1,2011 Q1,801,105875,0.0075655253837072015
70-74,Male,2011,2,2011 Q2,745,106588,0.006989529778211431
70-74,Male,2011,3,2011 Q3,785,107393,0.00730960118443474
70-74,Male,2011,4,2011 Q4,761,108452,0.007016929148379006
70-74,Male,2012,1,2012 Q1,800,109338,0.007316760869962868
70-74,Male,2012,2,2012 Q2,789,110669,0.007129367754294337
70-74,Male,2012,3,2012 Q3,724,112161,0.006455006642237498
70-74,Male,2012,4,2012 Q4,811,114155,0.007104375629626385
70-74,Male,2013,1,2013 Q1,843,115434,0.007302874369769738
70-74,Male,2013,2,2013 Q2,764,116718,0.0065456913243886975
70-74,Male,2013,3,2013 Q3,784,118377,0.0066229081662823016
70-74,Male,2013,4,2013 Q4,799,120259,0.006643993380952777
70-74,Male,2014,1,2014 Q1,783,121985,0.006418821986309792
70-74,Male,2014,2,2014 Q2,832,124585,0.006678171529477866
70-74,Male,2014,3,2014 Q3,828,126705,0.006534864448916775
70-74,Male,2014,4,2014 Q4,866,128851,0.0067209412422099945
70-74,Male,2015,1,2015 Q1,935,130931,0.007141165957641811
70-74,Male,2015,2,2015 Q2,924,133188,0.006937561942517344
70-74,Male,2015,3,2015 Q3,802,135736,0.005908528319679377
70-74,Male,2015,4,2015 Q4,898,138054,0.006504701059005896
70-74,Male,2016,1,2016 Q1,964,140598,0.00685642754519979
70-74,Male,2016,2,2016 Q2,921,143661,0.006410925720968112
70-74,Male,2016,3,2016 Q3,869,146686,0.005924219080212153
70-74,Male,2016,4,2016 Q4,911,148804,0.006122147254106073
70-74,Male,2017,1,2017 Q1,1067,150619,0.007084099615586347
70-74,Male,2017,2,2017 Q2,974,152678,0.006379439080941589
70-74,Male,2017,3,2017 Q3,942,154538,0.0060955881401338185
70-74,Male,2017,4,2017 Q4,937,155513,0.006025219756547684
70-74,Male,2018,1,2018 Q1,1042,156330,0.006665387321691294
70-74,Male,2018,2,2018 Q2,951,157394,0.006042161708832611
70-74,Male,2018,3,2018 Q3,987,158166,0.006240279200333826
70-74,Male,2018,4,2018 Q4,961,158524,0.00606217355100805
70-74,Male,2019,1,2019 Q1,1014,158527,0.006396386735382616
70-74,Male,2019,2,2019 Q2,937,158106,0.005926403805042187
70-74,Male,2019,3,2019 Q3,937,157918,0.005933459137020479
70-74,Male,2019,4,2019 Q4,946,157275,0.006014941980607216
70-74,Male,2020,1,2020 Q1,996,156463,0.0063657222474323
70-74,Male,2020,2,2020 Q2,932,155770,0.005983180329973679
70-74,Male,2020,3,2020 Q3,853,155082,0.005500315961878232
70-74,Male,2020,4,2020 Q4,998,154040,0.0064788366658010904
70-74,Male,2021,1,2021 Q1,968,152599,0.006343422958210735
70-74,Male,2021,2,2021 Q2,955,151187,0.006316680666988564
70-74,Male,2021,3,2021 Q3,943,149499,0.00630773449989632
70-74,Male,2021,4,2021 Q4,1016,147951,0.006867138444484998
70-74,Male,2022,1,2022 Q1,1001,146860,0.006816015252621544
70-74,Male,2022,2,2022 Q2,941,145351,0.006473983667123033
70-74,Male,2022,3,2022 Q3,833,144177,0.005777620563612781
75-79,Female,2008,1,2008 Q1,942,88594,0.01063277422850306
75-79,Female,2008,2,2008 Q2,809,88266,0.009165477080642604
75-79,Female,2008,3,2008 Q3,797,88140,0.009042432493759927
75-79,Female,2008,4,2008 Q4,810,88309,0.009172338040290344
75-79,Female,2009,1,2009 Q1,973,88126,0.011041009463722398
75-79,Female,2009,2,2009 Q2,800,88138,0.00907667521386916
75-79,Female,2009,3,2009 Q3,768,88407,0.00868709491329872
75-79,Female,2009,4,2009 Q4,844,88507,0.009535968906414182
75-79,Female,2010,1,2010 Q1,892,88962,0.010026752995661069
75-79,Female,2010,2,2010 Q2,832,89305,0.009316387660265383
75-79,Female,2010,3,2010 Q3,771,89640,0.008601070950468541
75-79,Female,2010,4,2010 Q4,834,90084,0.009258025842546955
75-79,Female,2011,1,2011 Q1,838,90086,0.009302222320893368
75-79,Female,2011,2,2011 Q2,785,90456,0.008678252410011498
75-79,Female,2011,3,2011 Q3,737,91167,0.008084065506159028
75-79,Female,2011,4,2011 Q4,811,91624,0.008851392648214442
75-79,Female,2012,1,2012 Q1,777,92128,0.00843391802709274
75-79,Female,2012,2,2012 Q2,794,92565,0.00857775617133906
75-79,Female,2012,3,2012 Q3,762,93574,0.008143287665377134
75-79,Female,2012,4,2012 Q4,786,94157,0.00834775959302017
75-79,Female,2013,1,2013 Q1,911,94919,0.009597656949609666
75-79,Female,2013,2,2013 Q2,757,95807,0.00790130157504149
75-79,Female,2013,3,2013 Q3,689,96754,0.007121152613845423
75-79,Female,2013,4,2013 Q4,725,97455,0.007439330973269714
75-79,Female,2014,1,2014 Q1,767,98294,0.0078031212484993995
75-79,Female,2014,2,2014 Q2,770,99008,0.0077771493212669685
75-79,Female,2014,3,2014 Q3,750,99932,0.007505103470359845
75-79,Female,2014,4,2014 Q4,771,100793,0.0076493407280267475
75-79,Female,2015,1,2015 Q1,861,101122,0.00851446767271217
75-79,Female,2015,2,2015 Q2,704,102093,0.006895673552545228
75-79,Female,2015,3,2015 Q3,680,102978,0.006603352172308648
75-79,Female,2015,4,2015 Q4,720,103936,0.006927339901477833
75-79,Female,2016,1,2016 Q1,862,104872,0.008219543824853154
75-79,Female,2016,2,2016 Q2,747,105445,0.007084261937502964
75-79,Female,2016,3,2016 Q3,684,106374,0.006430142704044221
75-79,Female,2016,4,2016 Q4,819,107437,0.007623072125990115
75-79,Female,2017,1,2017 Q1,833,108267,0.007693941828996832
75-79,Female,2017,2,2017 Q2,756,109284,0.006917755572636433
75-79,Female,2017,3,2017 Q3,738,110669,0.00666853409717265
75-79,Female,2017,4,2017 Q4,795,112246,0.007082657733905885
75-79,Female,2018,1,2018 Q1,911,113479,0.008027917059544056
75-79,Female,2018,2,2018 Q2,809,114643,0.0070566890259326776
75-79,Female,2018,3,2018 Q3,771,116455,0.006620583057833498
75-79,Female,2018,4,2018 Q4,858,118284,0.007253728314903115
75-79,Female,2019,1,2019 Q1,858,119891,0.007156500487943215
75-79,Female,2019,2,2019 Q2,849,121988,0.006959700954192216
75-79,Female,2019,3,2019 Q3,790,124008,0.00637055673827495
75-79,Female,2019,4,2019 Q4,846,126314,0.00669759488259417
75-79,Female,2020,1,2020 Q1,900,128223,0.007019021548396153
75-79,Female,2020,2,2020 Q2,903,130438,0.006922829236878824
75-79,Female,2020,3,2020 Q3,823,132682,0.0062028006813282886
75-79,Female,2020,4,2020 Q4,946,134947,0.00701015954411732
75-79,Female,2021,1,2021 Q1,920,136771,0.006726572153453583
75-79,Female,2021,2,2021 Q2,900,139569,0.0064484233604883605
75-79,Female,2021,3,2021 Q3,967,142076,0.006806216391227231
75-79,Female,2021,4,2021 Q4,1077,144131,0.00747236888663785
75-79,Female,2022,1,2022 Q1,1108,145676,0.007605919986820067
75-79,Female,2022,2,2022 Q2,993,147765,0.006720129936047102
75-79,Female,2022,3,2022 Q3,1042,149714,0.006959936946444555
75-79,Male,2008,1,2008 Q1,1068,68902,0.015500275753969405
75-79,Male,2008,2,2008 Q2,865,68811,0.012570664573977998
75-79,Male,2008,3,2008 Q3,884,69038,0.012804542425910368
75-79,Male,2008,4,2008 Q4,970,69240,0.014009243212016175
75-79,Male,2009,1,2009 Q1,1067,69357,0.015384171749066424
75-79,Male,2009,2,2009 Q2,907,69680,0.013016647531572905
75-79,Male,2009,3,2009 Q3,904,70022,0.01291022821398989
75-79,Male,2009,4,2009 Q4,946,70327,0.01345144823467516
75-79,Male,2010,1,2010 Q1,977,70678,0.013823254761028891
75-79,Male,2010,2,2010 Q2,905,71256,0.012700684854608735
75-79,Male,2010,3,2010 Q3,880,71782,0.012259340781811597
75-79,Male,2010,4,2010 Q4,953,72323,0.01317699763560693
75-79,Male,2011,1,2011 Q1,929,72547,0.012805491612334073
75-79,Male,2011,2,2011 Q2,906,73171,0.012381954599499801
75-79,Male,2011,3,2011 Q3,885,74035,0.011953805632471129
75-79,Male,2011,4,2011 Q4,1027,74697,0.013748878803700283
75-79,Male,2012,1,2012 Q1,973,75138,0.012949506241848333
75-79,Male,2012,2,2012 Q2,913,75643,0.012069854447866953
75-79,Male,2012,3,2012 Q3,845,76688,0.011018673064886292
75-79,Male,2012,4,2012 Q4,982,77429,0.012682586627749293
75-79,Male,2013,1,2013 Q1,1014,78170,0.012971728284508124
75-79,Male,2013,2,2013 Q2,877,79084,0.011089474482828385
75-79,Male,2013,3,2013 Q3,850,80324,0.010582142323589463
